"No.,""Time"",""Source"",""Destination"",""Protocol"",""Length"",""Info""";;;;;;;;;;;;;;;;;;time 2;time 1;delay; delay2 ;delay 1;   jitter
"3201,""38.180418"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52746 [ACK] Seq=415583 Ack=1749 Win=141 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3202,""38.180539"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52746  >  80 [ACK] Seq=1749 Ack=416943 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"3203,""38.195555"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Previous segment not captured] 80  >  52746 [ACK] Seq=418303 Ack=1749 Win=141 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3204,""38.195670"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 3202#1] 52746  >  80 [ACK] Seq=1749 Ack=416943 Win=515 Len=0 SLE=418303 SRE=419663""";;;;;;;;;;;;;;;;;;;;;;;
"3205,""38.201537"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Retransmission] 80  >  52746 [ACK] Seq=416943 Ack=1749 Win=141 Len=1360""";;;;;;;;;;;;;;;;;;;;;;;
"3206,""38.201667"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52746  >  80 [ACK] Seq=1749 Ack=419663 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"3207,""38.215562"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52746 [ACK] Seq=419663 Ack=1749 Win=141 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3208,""38.221534"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52746 [ACK] Seq=421023 Ack=1749 Win=141 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3209,""38.221642"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52746  >  80 [ACK] Seq=1749 Ack=422383 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"3210,""38.227781"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52746 [ACK] Seq=422383 Ack=1749 Win=141 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3211,""38.235729"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52746 [ACK] Seq=423743 Ack=1749 Win=141 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3212,""38.235839"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52746  >  80 [ACK] Seq=1749 Ack=425103 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"3213,""38.247613"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52746 [ACK] Seq=425103 Ack=1749 Win=141 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3214,""38.288123"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52746  >  80 [ACK] Seq=1749 Ack=426463 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"3215,""38.309531"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52746 [ACK] Seq=426463 Ack=1749 Win=141 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3216,""38.315500"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52746 [ACK] Seq=427823 Ack=1749 Win=141 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3217,""38.315611"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52746  >  80 [ACK] Seq=1749 Ack=429183 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"3218,""38.321516"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Previous segment not captured] 80  >  52746 [ACK] Seq=430543 Ack=1749 Win=141 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3219,""38.321652"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 3217#1] 52746  >  80 [ACK] Seq=1749 Ack=429183 Win=515 Len=0 SLE=430543 SRE=431903""";;;;;;;;;;;;;;;;;;;;;;;
"3220,""38.321916"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Out-Of-Order] 80  >  52746 [ACK] Seq=429183 Ack=1749 Win=141 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3221,""38.321962"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52746  >  80 [ACK] Seq=1749 Ack=431903 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"3222,""38.327515"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52746 [ACK] Seq=431903 Ack=1749 Win=141 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3223,""38.368467"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52746  >  80 [ACK] Seq=1749 Ack=433263 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"3224,""38.420498"",""192.168.43.22"",""192.229.232.240"",""HTTP"",""491"",""GET /filestreamingservice/files/3a6e3973-1652-476a-a31a-1a15a3fab777?P1=1602185137&P2=402&P3=2&P4=Yp%2bpWUSA4iM2WCSE0J6nNZIoM1P2lurkID6zoW6ujZTd3WGmDPTcz6RxnotI07zVKXOfzG5T4i4ax6iD6C0Lhw%3d%3d HTTP/1.1 """;;;;;;;;;;;;;;;;;;;;;;;
"3225,""38.430773"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52746 [ACK] Seq=433263 Ack=1749 Win=141 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3226,""38.442679"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52746 [ACK] Seq=434623 Ack=1749 Win=141 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3227,""38.442857"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52746  >  80 [ACK] Seq=1749 Ack=435983 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"3228,""38.448604"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52746 [ACK] Seq=435983 Ack=1749 Win=141 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3229,""38.448860"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52746 [ACK] Seq=437343 Ack=1749 Win=141 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3230,""38.448914"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52746  >  80 [ACK] Seq=1749 Ack=438703 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"3231,""38.449262"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52746 [ACK] Seq=438703 Ack=1749 Win=141 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3232,""38.473674"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52746 [ACK] Seq=440063 Ack=1749 Win=141 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3233,""38.473786"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52746  >  80 [ACK] Seq=1749 Ack=441423 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"3234,""38.479644"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1329"",""80  >  52746 [PSH, ACK] Seq=441423 Ack=1749 Win=141 Len=1275 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3235,""38.479945"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52755 [ACK] Seq=599014 Ack=4371 Win=166 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3236,""38.480248"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52755 [ACK] Seq=600374 Ack=4371 Win=166 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3237,""38.480314"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52755  >  80 [ACK] Seq=4371 Ack=601734 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"3238,""38.520675"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52746  >  80 [ACK] Seq=1749 Ack=442698 Win=510 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"3239,""38.541708"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Previous segment not captured] 80  >  52755 [ACK] Seq=603094 Ack=4371 Win=166 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3240,""38.541826"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 3237#1] 52755  >  80 [ACK] Seq=4371 Ack=601734 Win=515 Len=0 SLE=603094 SRE=604454""";;;;;;;;;;;;;;;;;;;;;;;
"3241,""38.547653"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52755 [ACK] Seq=604454 Ack=4371 Win=166 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3242,""38.547768"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 3237#2] 52755  >  80 [ACK] Seq=4371 Ack=601734 Win=515 Len=0 SLE=603094 SRE=605814""";;;;;;;;;;;;;;;;;;;;;;;
"3243,""38.553504"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Fast Retransmission] 80  >  52755 [ACK] Seq=601734 Ack=4371 Win=166 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3244,""38.553655"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52755  >  80 [ACK] Seq=4371 Ack=605814 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"3245,""38.590518"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Previous segment not captured] 80  >  52755 [ACK] Seq=607174 Ack=4371 Win=166 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3246,""38.590648"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 3244#1] 52755  >  80 [ACK] Seq=4371 Ack=605814 Win=515 Len=0 SLE=607174 SRE=608534""";;;;;;;;;;;;;;;;;;;;;;;
"3247,""38.596825"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52755 [ACK] Seq=608534 Ack=4371 Win=166 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3248,""38.596950"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 3244#2] 52755  >  80 [ACK] Seq=4371 Ack=605814 Win=515 Len=0 SLE=607174 SRE=609894""";;;;;;;;;;;;;;;;;;;;;;;
"3249,""38.602450"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Fast Retransmission] 80  >  52755 [ACK] Seq=605814 Ack=4371 Win=166 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3250,""38.602594"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52755  >  80 [ACK] Seq=4371 Ack=609894 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"3251,""38.635721"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52755 [ACK] Seq=609894 Ack=4371 Win=166 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3252,""38.647752"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52755 [ACK] Seq=611254 Ack=4371 Win=166 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3253,""38.647881"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52755  >  80 [ACK] Seq=4371 Ack=612614 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"3254,""38.648150"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52755 [ACK] Seq=612614 Ack=4371 Win=166 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3255,""38.687924"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52755  >  80 [ACK] Seq=4371 Ack=613974 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"3256,""38.713606"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Previous segment not captured] 80  >  52755 [ACK] Seq=615334 Ack=4371 Win=166 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3257,""38.713722"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 3255#1] 52755  >  80 [ACK] Seq=4371 Ack=613974 Win=515 Len=0 SLE=615334 SRE=616694""";;;;;;;;;;;;;;;;;;;;;;;
"3258,""38.719765"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Retransmission] 80  >  52755 [ACK] Seq=613974 Ack=4371 Win=166 Len=1360""";;;;;;;;;;;;;;;;;;;;;;;
"3259,""38.719902"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52755  >  80 [ACK] Seq=4371 Ack=616694 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"3260,""38.720167"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52755 [ACK] Seq=616694 Ack=4371 Win=166 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3261,""38.733593"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52755 [ACK] Seq=618054 Ack=4371 Win=166 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3262,""38.733701"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52755  >  80 [ACK] Seq=4371 Ack=619414 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"3263,""38.763619"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52755 [ACK] Seq=619414 Ack=4371 Win=166 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3264,""38.769655"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52755 [ACK] Seq=620774 Ack=4371 Win=166 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3265,""38.769777"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52755  >  80 [ACK] Seq=4371 Ack=622134 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"3266,""38.790690"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Previous segment not captured] 80  >  52755 [ACK] Seq=623494 Ack=4371 Win=166 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3267,""38.790790"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 3265#1] 52755  >  80 [ACK] Seq=4371 Ack=622134 Win=515 Len=0 SLE=623494 SRE=624854""";;;;;;;;;;;;;;;;;;;;;;;
"3268,""38.796609"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Retransmission] 80  >  52755 [ACK] Seq=622134 Ack=4371 Win=166 Len=1360""";;;;;;;;;;;;;;;;;;;;;;;
"3269,""38.796715"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52755  >  80 [ACK] Seq=4371 Ack=624854 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"3270,""38.815459"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52755 [ACK] Seq=624854 Ack=4371 Win=166 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3271,""38.815602"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52755 [ACK] Seq=626214 Ack=4371 Win=166 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3272,""38.815643"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52755  >  80 [ACK] Seq=4371 Ack=627574 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"3273,""38.815818"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52755 [ACK] Seq=627574 Ack=4371 Win=166 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3274,""38.835414"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52755 [ACK] Seq=628934 Ack=4371 Win=166 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3275,""38.835513"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52755  >  80 [ACK] Seq=4371 Ack=630294 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"3276,""38.841240"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52755 [ACK] Seq=630294 Ack=4371 Win=166 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3277,""38.855500"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52755 [ACK] Seq=631654 Ack=4371 Win=166 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3278,""38.855597"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52755  >  80 [ACK] Seq=4371 Ack=633014 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"3279,""38.861417"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52755 [ACK] Seq=633014 Ack=4371 Win=166 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3280,""38.875489"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52755 [ACK] Seq=634374 Ack=4371 Win=166 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3281,""38.875582"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52755  >  80 [ACK] Seq=4371 Ack=635734 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"3282,""38.881555"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52755 [ACK] Seq=635734 Ack=4371 Win=166 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3283,""38.910280"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Previous segment not captured] 80  >  52755 [ACK] Seq=638454 Ack=4371 Win=166 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3284,""38.910397"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""52755  >  80 [ACK] Seq=4371 Ack=637094 Win=515 Len=0 SLE=638454 SRE=639814""";;;;;;;;;;;;;;;;;;;;;;;
"3285,""38.923604"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52755 [ACK] Seq=639814 Ack=4371 Win=166 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3286,""38.923720"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 3284#1] 52755  >  80 [ACK] Seq=4371 Ack=637094 Win=515 Len=0 SLE=638454 SRE=641174""";;;;;;;;;;;;;;;;;;;;;;;
"3287,""38.924104"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52755 [ACK] Seq=641174 Ack=4371 Win=166 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3288,""38.924162"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 3284#2] 52755  >  80 [ACK] Seq=4371 Ack=637094 Win=515 Len=0 SLE=638454 SRE=642534""";;;;;;;;;;;;;;;;;;;;;;;
"3289,""38.957453"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Previous segment not captured] 80  >  52755 [ACK] Seq=645254 Ack=4371 Win=166 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3290,""38.957575"",""192.168.43.22"",""192.229.232.240"",""TCP"",""74"",""[TCP Dup ACK 3284#3] 52755  >  80 [ACK] Seq=4371 Ack=637094 Win=515 Len=0 SLE=645254 SRE=646614 SLE=638454 SRE=642534""";;;;;;;;;;;;;;;;;;;;;;;
"3291,""38.963362"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Retransmission] 80  >  52755 [ACK] Seq=642534 Ack=4371 Win=166 Len=1360""";;;;;;;;;;;;;;;;;;;;;;;
"3292,""38.963493"",""192.168.43.22"",""192.229.232.240"",""TCP"",""74"",""[TCP Dup ACK 3284#4] 52755  >  80 [ACK] Seq=4371 Ack=637094 Win=515 Len=0 SLE=638454 SRE=643894 SLE=645254 SRE=646614""";;;;;;;;;;;;;;;;;;;;;;;
"3293,""38.987703"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52755 [ACK] Seq=646614 Ack=4371 Win=166 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3294,""38.987838"",""192.168.43.22"",""192.229.232.240"",""TCP"",""74"",""[TCP Dup ACK 3284#5] 52755  >  80 [ACK] Seq=4371 Ack=637094 Win=515 Len=0 SLE=645254 SRE=647974 SLE=638454 SRE=643894""";;;;;;;;;;;;;;;;;;;;;;;
"3295,""38.988180"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52755 [ACK] Seq=647974 Ack=4371 Win=166 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3296,""38.988221"",""192.168.43.22"",""192.229.232.240"",""TCP"",""74"",""[TCP Dup ACK 3284#6] 52755  >  80 [ACK] Seq=4371 Ack=637094 Win=515 Len=0 SLE=645254 SRE=649334 SLE=638454 SRE=643894""";;;;;;;;;;;;;;;;;;;;;;;
"3297,""39.010560"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52755 [ACK] Seq=649334 Ack=4371 Win=166 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3298,""39.010673"",""192.168.43.22"",""192.229.232.240"",""TCP"",""74"",""[TCP Dup ACK 3284#7] 52755  >  80 [ACK] Seq=4371 Ack=637094 Win=515 Len=0 SLE=645254 SRE=650694 SLE=638454 SRE=643894""";;;;;;;;;;;;;;;;;;;;;;;
"3299,""39.016577"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52755 [ACK] Seq=650694 Ack=4371 Win=166 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3300,""39.016689"",""192.168.43.22"",""192.229.232.240"",""TCP"",""74"",""[TCP Dup ACK 3284#8] 52755  >  80 [ACK] Seq=4371 Ack=637094 Win=515 Len=0 SLE=645254 SRE=652054 SLE=638454 SRE=643894""";;;;;;;;;;;;;;;;;;;;;;;
"3301,""39.031431"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Fast Retransmission] 80  >  52755 [ACK] Seq=637094 Ack=4371 Win=166 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3302,""39.031561"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""52755  >  80 [ACK] Seq=4371 Ack=643894 Win=515 Len=0 SLE=645254 SRE=652054""";;;;;;;;;;;;;;;;;;;;;;;
"3303,""39.059744"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Retransmission] 80  >  52755 [ACK] Seq=643894 Ack=4371 Win=166 Len=1360""";;;;;;;;;;;;;;;;;;;;;;;
"3304,""39.059897"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52755  >  80 [ACK] Seq=4371 Ack=652054 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"3305,""39.065680"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52755 [ACK] Seq=652054 Ack=4371 Win=166 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3306,""39.071721"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52755 [ACK] Seq=653414 Ack=4371 Win=166 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3307,""39.071832"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52755  >  80 [ACK] Seq=4371 Ack=654774 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"3308,""39.084491"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52755 [ACK] Seq=654774 Ack=4371 Win=166 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3309,""39.115606"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Previous segment not captured] 80  >  52755 [ACK] Seq=657494 Ack=4371 Win=166 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3310,""39.115796"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""52755  >  80 [ACK] Seq=4371 Ack=656134 Win=515 Len=0 SLE=657494 SRE=658854""";;;;;;;;;;;;;;;;;;;;;;;
"3311,""39.121442"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52755 [ACK] Seq=658854 Ack=4371 Win=166 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3312,""39.121557"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 3310#1] 52755  >  80 [ACK] Seq=4371 Ack=656134 Win=515 Len=0 SLE=657494 SRE=660214""";;;;;;;;;;;;;;;;;;;;;;;
"3313,""39.189518"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52755 [ACK] Seq=660214 Ack=4371 Win=166 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3314,""39.189639"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 3310#2] 52755  >  80 [ACK] Seq=4371 Ack=656134 Win=515 Len=0 SLE=657494 SRE=661574""";;;;;;;;;;;;;;;;;;;;;;;
